reservation_id,date,service,table_num,party_size,server_id,res_type,hour
11443,2022-05-08,Dinner,13,1,E009,Reservation,20
11444,2022-05-08,Dinner,1,3,E006,Reservation,17
11445,2022-05-08,Dinner,6,1,E011,Reservation,18
11446,2022-05-08,Dinner,8,4,E007,Reservation,19
11447,2022-05-08,Dinner,13,2,E005,Reservation,17
11448,2022-05-08,Dinner,7,2,E006,Walk-in,21
11449,2022-05-08,Dinner,3,2,E011,Walk-in,19
11450,2022-05-08,Dinner,1,4,E011,Reservation,18
11451,2022-05-10,Lunch,8,2,E011,Walk-in,14
11452,2022-05-10,Lunch,13,3,E006,Walk-in,11
11453,2022-05-10,Lunch,12,5,E006,Reservation,13
11454,2022-05-10,Lunch,7,2,E011,Reservation,14
11455,2022-05-10,Lunch,13,2,E006,Walk-in,13
11456,2022-05-10,Lunch,13,3,E009,Reservation,14
11457,2022-05-10,Lunch,1,5,E005,Reservation,13
11458,2022-05-10,Lunch,13,5,E007,Reservation,13
11459,2022-05-10,Dinner,14,4,E007,Reservation,19
11460,2022-05-10,Dinner,16,4,E007,Walk-in,20
11461,2022-05-10,Dinner,15,2,E005,Reservation,18
11462,2022-05-10,Dinner,5,4,E007,Walk-in,17
11463,2022-05-10,Dinner,11,5,E006,Reservation,18
11464,2022-05-10,Dinner,9,4,E005,Reservation,17
11465,2022-05-10,Dinner,4,5,E001,Walk-in,17
11466,2022-05-10,Dinner,6,5,E009,Walk-in,20
11467,2022-05-10,Dinner,2,2,E009,Reservation,21
11468,2022-05-10,Dinner,12,1,E011,Reservation,17
11469,2022-05-10,Dinner,1,3,E009,Reservation,20
11470,2022-05-11,Lunch,8,4,E009,Reservation,12
11471,2022-05-11,Lunch,3,2,E007,Walk-in,13
11472,2022-05-11,Lunch,5,3,E009,Walk-in,14
11473,2022-05-11,Lunch,9,3,E007,Reservation,13
11474,2022-05-11,Lunch,15,6,E006,Walk-in,11
11475,2022-05-11,Lunch,14,2,E006,Walk-in,14
11476,2022-05-11,Lunch,8,2,E011,Reservation,13
11477,2022-05-11,Lunch,11,2,E001,Walk-in,13
11478,2022-05-11,Lunch,10,3,E009,Walk-in,13
11479,2022-05-11,Dinner,10,2,E007,Walk-in,21
11480,2022-05-11,Dinner,7,2,E005,Reservation,18
11481,2022-05-11,Dinner,12,2,E005,Walk-in,18
11482,2022-05-11,Dinner,11,6,E005,Reservation,17
11483,2022-05-11,Dinner,10,3,E006,Reservation,21
11484,2022-05-11,Dinner,5,1,E009,Reservation,21
11485,2022-05-11,Dinner,1,3,E011,Reservation,18
11486,2022-05-11,Dinner,7,2,E011,Walk-in,19
11487,2022-05-11,Dinner,4,4,E006,Reservation,17
11488,2022-05-11,Dinner,5,3,E007,Walk-in,18
11489,2022-05-11,Dinner,14,3,E006,Walk-in,19
11490,2022-05-11,Dinner,3,2,E007,Walk-in,17
11491,2022-05-11,Dinner,15,2,E007,Walk-in,21
11492,2022-05-12,Lunch,2,2,E001,Walk-in,11
11493,2022-05-12,Lunch,4,2,E005,Reservation,11
11494,2022-05-12,Lunch,12,1,E011,Reservation,14
11495,2022-05-12,Lunch,6,5,E009,Walk-in,13
11496,2022-05-12,Lunch,12,4,E009,Reservation,11
11497,2022-05-12,Lunch,16,4,E005,Reservation,12
11498,2022-05-12,Lunch,2,4,E009,Reservation,14
11499,2022-05-12,Lunch,2,2,E009,Reservation,11
11500,2022-05-12,Lunch,5,1,E011,Reservation,13
11501,2022-05-12,Lunch,7,2,E006,Reservation,11
11502,2022-05-12,Dinner,9,2,E005,Walk-in,17
11503,2022-05-12,Dinner,7,6,E005,Walk-in,17
11504,2022-05-12,Dinner,14,6,E005,Walk-in,20
11505,2022-05-12,Dinner,5,4,E007,Walk-in,18
11506,2022-05-12,Dinner,6,5,E011,Reservation,17
11507,2022-05-12,Dinner,16,4,E001,Walk-in,21
11508,2022-05-12,Dinner,10,6,E007,Reservation,20
11509,2022-05-12,Dinner,11,3,E005,Walk-in,20
11510,2022-05-12,Dinner,6,2,E009,Walk-in,21
11511,2022-05-12,Dinner,15,3,E007,Reservation,19
11512,2022-05-12,Dinner,3,4,E009,Reservation,17
11513,2022-05-12,Dinner,11,2,E006,Reservation,18
11514,2022-05-12,Dinner,8,2,E011,Reservation,17
11515,2022-05-12,Dinner,13,3,E009,Walk-in,21
11516,2022-05-13,Lunch,9,2,E006,Reservation,12
11517,2022-05-13,Lunch,14,2,E005,Reservation,13
11518,2022-05-13,Lunch,15,2,E006,Reservation,14
11519,2022-05-13,Lunch,16,4,E005,Reservation,11
11520,2022-05-13,Lunch,12,4,E011,Walk-in,14
11521,2022-05-13,Lunch,16,2,E006,Reservation,14
11522,2022-05-13,Lunch,1,4,E011,Walk-in,14
11523,2022-05-13,Lunch,7,5,E011,Reservation,14
11524,2022-05-13,Lunch,5,2,E005,Walk-in,12
11525,2022-05-13,Lunch,7,4,E011,Walk-in,14
11526,2022-05-13,Lunch,16,5,E007,Walk-in,11
11527,2022-05-13,Lunch,10,2,E005,Reservation,12
11528,2022-05-13,Dinner,13,2,E007,Reservation,20
11529,2022-05-13,Dinner,16,3,E005,Walk-in,21
11530,2022-05-13,Dinner,11,2,E011,Reservation,18
11531,2022-05-13,Dinner,16,2,E006,Reservation,20
11532,2022-05-13,Dinner,8,2,E007,Reservation,21
11533,2022-05-13,Dinner,1,2,E007,Walk-in,17
11534,2022-05-13,Dinner,2,4,E009,Reservation,19
11535,2022-05-13,Dinner,5,4,E007,Reservation,19
11536,2022-05-13,Dinner,8,4,E007,Walk-in,18
11537,2022-05-13,Dinner,2,5,E009,Reservation,18
11538,2022-05-13,Dinner,3,2,E007,Walk-in,19
11539,2022-05-13,Dinner,1,3,E001,Walk-in,20
11540,2022-05-13,Dinner,14,5,E011,Walk-in,17
11541,2022-05-13,Dinner,3,4,E009,Reservation,18
11542,2022-05-13,Dinner,11,3,E007,Walk-in,20
11543,2022-05-13,Dinner,15,2,E007,Walk-in,19
11544,2022-05-13,Dinner,9,2,E005,Reservation,20
11545,2022-05-13,Dinner,1,4,E007,Walk-in,19
11546,2022-05-13,Dinner,14,3,E005,Walk-in,18
11547,2022-05-13,Dinner,13,6,E009,Reservation,21
11548,2022-05-13,Dinner,7,3,E011,Walk-in,19
11549,2022-05-13,Dinner,16,2,E006,Reservation,17
11550,2022-05-13,Dinner,2,3,E009,Walk-in,20
11551,2022-05-13,Dinner,16,3,E005,Walk-in,21
11552,2022-05-13,Dinner,5,2,E009,Reservation,21
11553,2022-05-13,Dinner,14,2,E005,Walk-in,18
11554,2022-05-14,Dinner,13,2,E007,Reservation,17
11555,2022-05-14,Dinner,12,3,E009,Reservation,18
11556,2022-05-14,Dinner,2,4,E001,Reservation,19
11557,2022-05-14,Dinner,15,2,E005,Reservation,17
11558,2022-05-14,Dinner,12,3,E011,Reservation,18
11559,2022-05-14,Dinner,3,4,E005,Walk-in,17
11560,2022-05-14,Dinner,8,4,E011,Reservation,17
11561,2022-05-14,Dinner,13,1,E006,Reservation,17
11562,2022-05-14,Dinner,5,2,E006,Reservation,21
11563,2022-05-14,Dinner,5,2,E005,Walk-in,21
11564,2022-05-14,Dinner,5,6,E011,Reservation,19
11565,2022-05-14,Dinner,15,4,E006,Reservation,17
11566,2022-05-14,Dinner,7,2,E009,Walk-in,19
11567,2022-05-14,Dinner,16,4,E007,Walk-in,19
11568,2022-05-14,Dinner,5,4,E011,Walk-in,18
11569,2022-05-14,Dinner,13,4,E005,Reservation,19
11570,2022-05-14,Dinner,9,6,E007,Reservation,21
11571,2022-05-14,Dinner,7,2,E006,Walk-in,19
11572,2022-05-14,Dinner,9,6,E011,Reservation,18
11573,2022-05-14,Dinner,16,5,E006,Reservation,18
11574,2022-05-14,Dinner,10,4,E005,Walk-in,19
11575,2022-05-15,Dinner,15,1,E007,Walk-in,21
11576,2022-05-15,Dinner,8,6,E011,Reservation,21
11577,2022-05-15,Dinner,2,3,E007,Reservation,21
11578,2022-05-15,Dinner,12,2,E011,Reservation,19
11579,2022-05-15,Dinner,9,3,E007,Walk-in,20
11580,2022-05-15,Dinner,5,2,E006,Walk-in,19
11581,2022-05-15,Dinner,13,2,E005,Walk-in,21
11582,2022-05-15,Dinner,1,2,E007,Reservation,21
11583,2022-05-15,Dinner,14,2,E006,Walk-in,18
11584,2022-05-15,Dinner,13,4,E009,Reservation,18
11585,2022-05-15,Dinner,16,4,E011,Reservation,17
11586,2022-05-15,Dinner,7,2,E001,Reservation,20
11587,2022-05-15,Dinner,2,2,E009,Reservation,18
11588,2022-05-15,Dinner,9,2,E009,Reservation,21
11589,2022-05-15,Dinner,16,2,E011,Walk-in,18
11590,2022-05-15,Dinner,5,4,E007,Walk-in,18
11591,2022-05-15,Dinner,2,2,E007,Reservation,17
11592,2022-05-15,Dinner,13,2,E005,Reservation,17
11593,2022-05-15,Dinner,6,2,E009,Reservation,21
11594,2022-05-15,Dinner,8,2,E007,Walk-in,20
11595,2022-05-15,Dinner,8,1,E009,Reservation,20
11596,2022-05-15,Dinner,5,2,E011,Reservation,19
11597,2022-05-17,Lunch,9,3,E011,Reservation,12
11598,2022-05-17,Lunch,10,1,E009,Reservation,11
11599,2022-05-17,Lunch,7,2,E011,Reservation,14
11600,2022-05-17,Lunch,13,2,E006,Reservation,14
11601,2022-05-17,Lunch,1,2,E006,Reservation,14
11602,2022-05-17,Lunch,9,6,E005,Reservation,13
11603,2022-05-17,Lunch,4,4,E007,Reservation,12
11604,2022-05-17,Lunch,14,2,E006,Reservation,12
11605,2022-05-17,Lunch,1,2,E011,Reservation,11
11606,2022-05-17,Dinner,14,3,E006,Reservation,18
11607,2022-05-17,Dinner,13,3,E007,Reservation,17
11608,2022-05-17,Dinner,8,2,E006,Walk-in,17
11609,2022-05-17,Dinner,6,6,E005,Reservation,18
11610,2022-05-17,Dinner,4,4,E009,Walk-in,21
11611,2022-05-17,Dinner,13,2,E011,Reservation,17
11612,2022-05-17,Dinner,3,1,E006,Reservation,21
11613,2022-05-17,Dinner,4,2,E011,Reservation,21
11614,2022-05-17,Dinner,12,4,E009,Walk-in,17
11615,2022-05-17,Dinner,8,3,E011,Reservation,18
11616,2022-05-17,Dinner,6,4,E005,Reservation,21
11617,2022-05-17,Dinner,4,4,E006,Walk-in,18
11618,2022-05-17,Dinner,3,2,E005,Reservation,21
11619,2022-05-18,Lunch,10,6,E011,Walk-in,13
11620,2022-05-18,Lunch,11,4,E011,Reservation,13
11621,2022-05-18,Lunch,13,2,E009,Reservation,13
11622,2022-05-18,Lunch,14,4,E007,Walk-in,14
11623,2022-05-18,Lunch,16,2,E011,Reservation,12
11624,2022-05-18,Lunch,4,4,E009,Reservation,11
11625,2022-05-18,Lunch,7,2,E005,Walk-in,14
11626,2022-05-18,Lunch,11,2,E011,Walk-in,13
11627,2022-05-18,Dinner,10,3,E005,Walk-in,21
11628,2022-05-18,Dinner,12,2,E001,Reservation,20
11629,2022-05-18,Dinner,6,4,E007,Reservation,21
11630,2022-05-18,Dinner,8,4,E011,Reservation,19
11631,2022-05-18,Dinner,3,3,E011,Walk-in,19
11632,2022-05-18,Dinner,11,4,E011,Reservation,17
11633,2022-05-18,Dinner,13,4,E007,Walk-in,17
11634,2022-05-18,Dinner,15,6,E005,Reservation,21
11635,2022-05-18,Dinner,10,4,E007,Walk-in,19
11636,2022-05-18,Dinner,13,3,E009,Walk-in,19
11637,2022-05-18,Dinner,1,2,E007,Walk-in,21
11638,2022-05-18,Dinner,15,3,E006,Walk-in,19
11639,2022-05-19,Lunch,2,5,E005,Reservation,11
11640,2022-05-19,Lunch,10,6,E009,Reservation,11
11641,2022-05-19,Lunch,8,3,E009,Walk-in,14
11642,2022-05-19,Lunch,12,2,E007,Walk-in,12
11643,2022-05-19,Lunch,13,4,E011,Reservation,13
11644,2022-05-19,Lunch,16,2,E005,Walk-in,11
11645,2022-05-19,Lunch,2,3,E009,Walk-in,11
11646,2022-05-19,Lunch,9,4,E006,Walk-in,12
11647,2022-05-19,Lunch,1,3,E006,Walk-in,14
11648,2022-05-19,Lunch,7,2,E006,Reservation,12
11649,2022-05-19,Lunch,4,4,E005,Walk-in,12
11650,2022-05-19,Dinner,5,3,E005,Reservation,19
11651,2022-05-19,Dinner,12,2,E011,Walk-in,19
11652,2022-05-19,Dinner,11,2,E006,Reservation,18
11653,2022-05-19,Dinner,16,2,E011,Walk-in,18
11654,2022-05-19,Dinner,8,3,E006,Reservation,21
11655,2022-05-19,Dinner,2,5,E009,Walk-in,19
11656,2022-05-19,Dinner,6,6,E007,Reservation,17
11657,2022-05-19,Dinner,13,2,E011,Reservation,19
11658,2022-05-19,Dinner,13,5,E007,Reservation,20
11659,2022-05-19,Dinner,8,6,E006,Walk-in,19
11660,2022-05-19,Dinner,4,4,E001,Walk-in,20
11661,2022-05-19,Dinner,4,2,E001,Reservation,18
11662,2022-05-19,Dinner,12,3,E009,Walk-in,17
11663,2022-05-19,Dinner,6,2,E006,Walk-in,20
11664,2022-05-19,Dinner,5,3,E009,Reservation,18
11665,2022-05-20,Lunch,16,2,E009,Reservation,13
11666,2022-05-20,Lunch,15,4,E009,Reservation,13
11667,2022-05-20,Lunch,7,4,E011,Reservation,12
11668,2022-05-20,Lunch,9,3,E001,Reservation,11
11669,2022-05-20,Lunch,10,4,E001,Reservation,13
11670,2022-05-20,Lunch,11,2,E009,Walk-in,11
11671,2022-05-20,Lunch,4,2,E006,Reservation,13
11672,2022-05-20,Lunch,14,4,E005,Reservation,11
11673,2022-05-20,Lunch,3,4,E007,Reservation,14
11674,2022-05-20,Lunch,6,2,E005,Reservation,13
11675,2022-05-20,Dinner,13,5,E009,Walk-in,20
11676,2022-05-20,Dinner,14,4,E007,Reservation,20
11677,2022-05-20,Dinner,2,4,E009,Reservation,18
11678,2022-05-20,Dinner,2,2,E009,Reservation,21
11679,2022-05-20,Dinner,14,3,E007,Walk-in,18
11680,2022-05-20,Dinner,11,2,E009,Reservation,20
11681,2022-05-20,Dinner,15,4,E011,Reservation,17
11682,2022-05-20,Dinner,11,3,E009,Walk-in,21
11683,2022-05-20,Dinner,3,1,E009,Reservation,17
11684,2022-05-20,Dinner,11,3,E009,Reservation,21
11685,2022-05-20,Dinner,15,3,E007,Reservation,21
11686,2022-05-20,Dinner,13,4,E009,Walk-in,18
11687,2022-05-20,Dinner,11,6,E006,Reservation,19
11688,2022-05-20,Dinner,3,2,E007,Reservation,18
11689,2022-05-20,Dinner,15,2,E011,Reservation,21
11690,2022-05-20,Dinner,1,3,E006,Walk-in,18
11691,2022-05-20,Dinner,4,4,E009,Reservation,18
11692,2022-05-20,Dinner,14,2,E009,Reservation,18
11693,2022-05-20,Dinner,12,4,E006,Walk-in,21
11694,2022-05-20,Dinner,12,4,E007,Reservation,21
11695,2022-05-20,Dinner,6,6,E005,Reservation,20
11696,2022-05-20,Dinner,13,3,E007,Walk-in,17
11697,2022-05-20,Dinner,9,5,E001,Reservation,18
11698,2022-05-21,Dinner,10,4,E011,Reservation,20
11699,2022-05-21,Dinner,12,3,E007,Reservation,17
11700,2022-05-21,Dinner,8,2,E005,Reservation,18
11701,2022-05-21,Dinner,1,2,E005,Reservation,17
11702,2022-05-21,Dinner,9,3,E005,Reservation,20
11703,2022-05-21,Dinner,2,1,E005,Walk-in,17
11704,2022-05-21,Dinner,2,4,E011,Reservation,19
11705,2022-05-21,Dinner,11,3,E005,Walk-in,20
11706,2022-05-21,Dinner,3,4,E011,Reservation,18
11707,2022-05-21,Dinner,8,4,E007,Walk-in,20
11708,2022-05-21,Dinner,14,3,E006,Walk-in,21
11709,2022-05-21,Dinner,4,3,E006,Walk-in,18
11710,2022-05-21,Dinner,10,5,E006,Reservation,18
11711,2022-05-21,Dinner,6,3,E006,Reservation,17
11712,2022-05-21,Dinner,14,1,E009,Walk-in,21
11713,2022-05-21,Dinner,16,2,E005,Reservation,21
11714,2022-05-21,Dinner,12,2,E009,Reservation,19
11715,2022-05-21,Dinner,8,4,E011,Walk-in,17
11716,2022-05-21,Dinner,15,4,E001,Walk-in,17
11717,2022-05-21,Dinner,8,3,E005,Reservation,17
11718,2022-05-21,Dinner,2,1,E007,Walk-in,17
11719,2022-05-21,Dinner,4,2,E007,Reservation,18
11720,2022-05-21,Dinner,3,2,E006,Walk-in,19
11721,2022-05-22,Dinner,5,2,E006,Reservation,20
11722,2022-05-22,Dinner,6,4,E006,Reservation,19
11723,2022-05-22,Dinner,12,4,E007,Walk-in,21
11724,2022-05-22,Dinner,5,2,E011,Walk-in,18
11725,2022-05-22,Dinner,4,2,E011,Walk-in,18
11726,2022-05-22,Dinner,14,3,E011,Walk-in,21
11727,2022-05-22,Dinner,4,4,E005,Reservation,20
11728,2022-05-22,Dinner,4,3,E006,Walk-in,19
11729,2022-05-22,Dinner,11,4,E007,Reservation,19
11730,2022-05-22,Dinner,13,2,E009,Reservation,17
11731,2022-05-22,Dinner,3,4,E011,Walk-in,20
11732,2022-05-22,Dinner,6,3,E011,Reservation,17
11733,2022-05-22,Dinner,12,1,E009,Walk-in,18
11734,2022-05-22,Dinner,5,4,E011,Walk-in,17
11735,2022-05-22,Dinner,3,3,E011,Walk-in,20
11736,2022-05-22,Dinner,1,1,E005,Reservation,18
11737,2022-05-22,Dinner,9,3,E006,Reservation,20
11738,2022-05-22,Dinner,6,4,E011,Walk-in,21
11739,2022-05-22,Dinner,8,2,E011,Reservation,20
11740,2022-05-22,Dinner,9,3,E007,Reservation,19
11741,2022-05-24,Lunch,14,2,E011,Reservation,13
11742,2022-05-24,Lunch,13,4,E009,Walk-in,13
11743,2022-05-24,Lunch,9,2,E009,Walk-in,14
11744,2022-05-24,Lunch,6,3,E006,Walk-in,11
11745,2022-05-24,Lunch,12,4,E007,Reservation,12
11746,2022-05-24,Lunch,16,4,E005,Reservation,12
11747,2022-05-24,Lunch,16,4,E006,Reservation,12
11748,2022-05-24,Lunch,16,3,E009,Reservation,12
11749,2022-05-24,Lunch,6,5,E006,Walk-in,13
11750,2022-05-24,Lunch,5,3,E009,Reservation,14
11751,2022-05-24,Lunch,2,4,E009,Reservation,14
11752,2022-05-24,Dinner,8,2,E007,Walk-in,21
11753,2022-05-24,Dinner,5,2,E006,Reservation,19
11754,2022-05-24,Dinner,14,2,E007,Walk-in,20
11755,2022-05-24,Dinner,6,2,E009,Walk-in,19
11756,2022-05-24,Dinner,14,3,E011,Walk-in,17
11757,2022-05-24,Dinner,10,2,E006,Walk-in,18
11758,2022-05-24,Dinner,3,2,E009,Reservation,18
11759,2022-05-24,Dinner,7,2,E011,Reservation,18
11760,2022-05-24,Dinner,7,4,E005,Walk-in,20
11761,2022-05-24,Dinner,7,2,E001,Walk-in,18
11762,2022-05-24,Dinner,13,5,E005,Walk-in,20
11763,2022-05-24,Dinner,4,3,E001,Reservation,20
11764,2022-05-24,Dinner,4,5,E007,Reservation,19
11765,2022-05-24,Dinner,8,2,E005,Reservation,18
11766,2022-05-24,Dinner,4,2,E007,Walk-in,21
11767,2022-05-25,Lunch,6,4,E011,Walk-in,13
11768,2022-05-25,Lunch,16,2,E005,Walk-in,13
11769,2022-05-25,Lunch,5,2,E005,Reservation,14
11770,2022-05-25,Lunch,10,3,E011,Reservation,12
11771,2022-05-25,Lunch,14,3,E011,Reservation,14
11772,2022-05-25,Lunch,7,2,E007,Reservation,12
11773,2022-05-25,Lunch,3,3,E011,Reservation,13
11774,2022-05-25,Lunch,14,2,E011,Reservation,13
11775,2022-05-25,Dinner,5,1,E005,Reservation,20
11776,2022-05-25,Dinner,4,3,E001,Reservation,18
11777,2022-05-25,Dinner,16,2,E009,Walk-in,18
11778,2022-05-25,Dinner,1,2,E009,Reservation,17
11779,2022-05-25,Dinner,16,2,E006,Reservation,19
11780,2022-05-25,Dinner,12,2,E011,Reservation,17
11781,2022-05-25,Dinner,14,6,E009,Reservation,18
11782,2022-05-25,Dinner,8,2,E005,Reservation,18
11783,2022-05-25,Dinner,13,3,E006,Reservation,17
11784,2022-05-25,Dinner,5,4,E011,Walk-in,20
11785,2022-05-25,Dinner,3,3,E009,Reservation,17
11786,2022-05-25,Dinner,13,4,E006,Reservation,18
11787,2022-05-26,Lunch,14,6,E011,Reservation,11
11788,2022-05-26,Lunch,3,3,E005,Reservation,14
11789,2022-05-26,Lunch,5,2,E011,Walk-in,11
11790,2022-05-26,Lunch,9,5,E009,Reservation,14
11791,2022-05-26,Lunch,10,4,E005,Walk-in,14
11792,2022-05-26,Lunch,13,2,E009,Walk-in,11
11793,2022-05-26,Lunch,7,1,E011,Walk-in,12
11794,2022-05-26,Lunch,10,2,E009,Reservation,12
11795,2022-05-26,Lunch,10,4,E005,Reservation,14
11796,2022-05-26,Lunch,14,3,E006,Reservation,11
11797,2022-05-26,Dinner,8,2,E006,Reservation,20
11798,2022-05-26,Dinner,15,4,E006,Reservation,21
11799,2022-05-26,Dinner,10,2,E009,Walk-in,19
11800,2022-05-26,Dinner,1,2,E009,Reservation,18
11801,2022-05-26,Dinner,5,4,E005,Reservation,19
11802,2022-05-26,Dinner,8,6,E011,Reservation,18
11803,2022-05-26,Dinner,7,5,E007,Walk-in,20
11804,2022-05-26,Dinner,4,1,E009,Reservation,20
11805,2022-05-26,Dinner,4,4,E001,Reservation,20
11806,2022-05-26,Dinner,7,3,E005,Walk-in,17
11807,2022-05-26,Dinner,10,2,E009,Walk-in,20
11808,2022-05-26,Dinner,16,2,E006,Walk-in,19
11809,2022-05-26,Dinner,4,3,E006,Walk-in,17
11810,2022-05-26,Dinner,13,1,E009,Reservation,21
11811,2022-05-27,Lunch,2,3,E011,Reservation,13
11812,2022-05-27,Lunch,7,5,E009,Walk-in,14
11813,2022-05-27,Lunch,12,2,E007,Reservation,14
11814,2022-05-27,Lunch,7,2,E011,Reservation,11
11815,2022-05-27,Lunch,7,6,E006,Reservation,14
11816,2022-05-27,Lunch,16,3,E005,Walk-in,14
11817,2022-05-27,Lunch,6,4,E007,Reservation,11
11818,2022-05-27,Lunch,4,6,E011,Reservation,12
11819,2022-05-27,Lunch,12,2,E007,Reservation,14
11820,2022-05-27,Lunch,2,3,E011,Reservation,12
11821,2022-05-27,Lunch,6,4,E006,Walk-in,11
11822,2022-05-27,Dinner,4,2,E005,Reservation,18
11823,2022-05-27,Dinner,9,3,E007,Reservation,18
11824,2022-05-27,Dinner,12,2,E006,Reservation,17
11825,2022-05-27,Dinner,9,3,E011,Reservation,18
11826,2022-05-27,Dinner,15,3,E006,Reservation,17
11827,2022-05-27,Dinner,4,2,E011,Reservation,18
11828,2022-05-27,Dinner,12,2,E006,Walk-in,20
11829,2022-05-27,Dinner,9,2,E006,Reservation,18
11830,2022-05-27,Dinner,8,6,E011,Reservation,19
11831,2022-05-27,Dinner,13,3,E009,Reservation,19
11832,2022-05-27,Dinner,15,2,E009,Reservation,21
11833,2022-05-27,Dinner,7,6,E005,Reservation,17
11834,2022-05-27,Dinner,10,2,E006,Walk-in,18
11835,2022-05-27,Dinner,13,5,E006,Reservation,20
11836,2022-05-27,Dinner,3,2,E006,Reservation,20
11837,2022-05-27,Dinner,12,1,E011,Reservation,17
11838,2022-05-27,Dinner,5,2,E011,Walk-in,20
11839,2022-05-27,Dinner,4,2,E007,Walk-in,21
11840,2022-05-27,Dinner,12,2,E006,Reservation,18
11841,2022-05-27,Dinner,7,5,E011,Reservation,21
11842,2022-05-27,Dinner,16,4,E011,Walk-in,21
11843,2022-05-27,Dinner,5,4,E006,Reservation,18
11844,2022-05-27,Dinner,10,4,E011,Reservation,21
11845,2022-05-27,Dinner,3,6,E005,Reservation,19
11846,2022-05-27,Dinner,11,4,E005,Reservation,21
11847,2022-05-27,Dinner,1,1,E006,Reservation,20
11848,2022-05-28,Dinner,15,4,E009,Reservation,19
11849,2022-05-28,Dinner,3,3,E009,Reservation,19
11850,2022-05-28,Dinner,16,2,E005,Reservation,20
11851,2022-05-28,Dinner,3,6,E009,Reservation,21
11852,2022-05-28,Dinner,12,3,E005,Walk-in,21
11853,2022-05-28,Dinner,9,3,E007,Walk-in,20
11854,2022-05-28,Dinner,6,2,E007,Walk-in,17
11855,2022-05-28,Dinner,11,4,E007,Walk-in,21
11856,2022-05-28,Dinner,7,5,E011,Reservation,17
11857,2022-05-28,Dinner,6,2,E001,Reservation,21
11858,2022-05-28,Dinner,14,3,E007,Walk-in,20
11859,2022-05-28,Dinner,10,5,E009,Reservation,17
11860,2022-05-28,Dinner,13,2,E005,Reservation,21
11861,2022-05-28,Dinner,16,1,E007,Walk-in,18
11862,2022-05-28,Dinner,2,5,E005,Walk-in,17
11863,2022-05-28,Dinner,13,5,E006,Walk-in,19
11864,2022-05-28,Dinner,1,3,E006,Walk-in,17
11865,2022-05-28,Dinner,6,2,E005,Walk-in,20
11866,2022-05-28,Dinner,14,2,E005,Reservation,20
11867,2022-05-28,Dinner,14,2,E011,Reservation,19
11868,2022-05-29,Dinner,7,4,E009,Reservation,21
11869,2022-05-29,Dinner,3,2,E005,Reservation,17
11870,2022-05-29,Dinner,12,4,E011,Walk-in,21
11871,2022-05-29,Dinner,15,2,E006,Reservation,20
11872,2022-05-29,Dinner,14,2,E005,Reservation,18
11873,2022-05-29,Dinner,3,5,E011,Reservation,21
11874,2022-05-29,Dinner,1,3,E009,Reservation,20
11875,2022-05-29,Dinner,14,2,E005,Walk-in,17
11876,2022-05-29,Dinner,5,2,E005,Walk-in,18
11877,2022-05-29,Dinner,1,3,E011,Walk-in,19
11878,2022-05-29,Dinner,3,2,E006,Walk-in,20
11879,2022-05-29,Dinner,11,2,E007,Reservation,18
11880,2022-05-29,Dinner,16,2,E001,Reservation,18
11881,2022-05-29,Dinner,13,2,E009,Walk-in,21
11882,2022-05-29,Dinner,4,2,E005,Walk-in,18
11883,2022-05-29,Dinner,7,4,E011,Reservation,17
11884,2022-05-29,Dinner,14,2,E006,Reservation,17
11885,2022-05-29,Dinner,8,4,E007,Walk-in,18
11886,2022-05-29,Dinner,15,2,E006,Walk-in,18
11887,2022-05-29,Dinner,13,2,E009,Reservation,20
11888,2022-05-31,Lunch,2,3,E009,Reservation,12
11889,2022-05-31,Lunch,9,2,E006,Reservation,14
11890,2022-05-31,Lunch,8,2,E006,Walk-in,13
11891,2022-05-31,Lunch,5,4,E005,Reservation,14
11892,2022-05-31,Lunch,5,5,E007,Walk-in,14
11893,2022-05-31,Lunch,3,2,E009,Walk-in,11
11894,2022-05-31,Lunch,5,2,E006,Walk-in,14
11895,2022-05-31,Lunch,4,3,E007,Reservation,12
11896,2022-05-31,Lunch,5,2,E011,Reservation,12
11897,2022-05-31,Lunch,8,6,E006,Reservation,12
11898,2022-05-31,Dinner,4,4,E005,Reservation,21
11899,2022-05-31,Dinner,1,2,E007,Walk-in,21
11900,2022-05-31,Dinner,16,4,E009,Reservation,19
11901,2022-05-31,Dinner,10,6,E006,Reservation,17
11902,2022-05-31,Dinner,8,6,E011,Reservation,21
11903,2022-05-31,Dinner,1,2,E007,Reservation,19
11904,2022-05-31,Dinner,13,5,E001,Reservation,18
11905,2022-05-31,Dinner,2,5,E009,Walk-in,17
11906,2022-05-31,Dinner,13,2,E007,Reservation,20
11907,2022-05-31,Dinner,6,2,E007,Walk-in,19
11908,2022-05-31,Dinner,14,2,E011,Walk-in,20
11909,2022-05-31,Dinner,14,3,E011,Reservation,18
11910,2022-05-31,Dinner,10,5,E011,Reservation,19
11911,2022-05-31,Dinner,11,5,E011,Reservation,18
11912,2022-06-01,Lunch,4,2,E007,Reservation,14
11913,2022-06-01,Lunch,10,4,E006,Reservation,13
11914,2022-06-01,Lunch,15,4,E005,Walk-in,11
11915,2022-06-01,Lunch,7,2,E005,Walk-in,14
11916,2022-06-01,Lunch,2,4,E005,Walk-in,14
11917,2022-06-01,Lunch,7,4,E006,Walk-in,13
