purchase_id,date,ingredient_category,supplier,qty,unit,unit_cost,total_cost
3808,2023-02-10,fresh_produce,Island Fresh Farms,3,case,72.76,213.86
3809,2023-02-10,meat_poultry,Tri-State Meats Co.,48,lb,9.1,391.49
3810,2023-02-10,seafood,North Fork Seafood,23,lb,14.98,338.99
3811,2023-02-10,bread_pastry,Fresca Bakehouse LI,63,unit,2.35,146.29
3812,2023-02-14,fresh_produce,Island Fresh Farms,3,case,72.76,222.71
3813,2023-02-14,meat_poultry,Tri-State Meats Co.,40,lb,9.1,387.23
3814,2023-02-14,seafood,North Fork Seafood,22,lb,14.98,333.49
3815,2023-02-14,pasta_dry,DeCecco Imports,2,case,44.94,85.89
3816,2023-02-14,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,203.96
3817,2023-02-14,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,94.36
3818,2023-02-14,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,611.74
3819,2023-02-14,beer_spirits,Republic National Dist.,2,case,149.8,310.61
3820,2023-02-14,bread_pastry,Fresca Bakehouse LI,62,unit,2.35,147.7
3821,2023-02-14,paper_supplies,Restaurant Depot,1,case,58.85,61.51
3822,2023-02-17,fresh_produce,Island Fresh Farms,3,case,72.76,215.12
3823,2023-02-17,meat_poultry,Tri-State Meats Co.,64,lb,9.1,589.21
3824,2023-02-17,seafood,North Fork Seafood,22,lb,14.98,335.14
3825,2023-02-17,bread_pastry,Fresca Bakehouse LI,74,unit,2.35,178.83
3826,2023-02-21,fresh_produce,Island Fresh Farms,3,case,72.76,219.83
3827,2023-02-21,meat_poultry,Tri-State Meats Co.,47,lb,9.1,466.96
3828,2023-02-21,seafood,North Fork Seafood,20,lb,14.98,291.4
3829,2023-02-21,pasta_dry,DeCecco Imports,2,case,44.94,87.63
3830,2023-02-21,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,198.07
3831,2023-02-21,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,95.14
3832,2023-02-21,wine_inventory,Sherry-Lehmann Wine,4,case,192.6,815.64
3833,2023-02-21,beer_spirits,Republic National Dist.,1,case,149.8,151.99
3834,2023-02-21,bread_pastry,Fresca Bakehouse LI,78,unit,2.35,169.88
3835,2023-02-21,paper_supplies,Restaurant Depot,1,case,58.85,57.08
3836,2023-02-24,fresh_produce,Island Fresh Farms,3,case,72.76,209.8
3837,2023-02-24,meat_poultry,Tri-State Meats Co.,37,lb,9.1,345.48
3838,2023-02-24,seafood,North Fork Seafood,19,lb,14.98,296.58
3839,2023-02-24,bread_pastry,Fresca Bakehouse LI,75,unit,2.35,171.12
3840,2023-02-28,fresh_produce,Island Fresh Farms,3,case,72.76,226.43
3841,2023-02-28,meat_poultry,Tri-State Meats Co.,48,lb,9.1,453.84
3842,2023-02-28,seafood,North Fork Seafood,23,lb,14.98,352.24
3843,2023-02-28,pasta_dry,DeCecco Imports,2,case,44.94,89.5
3844,2023-02-28,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,201.99
3845,2023-02-28,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,99.26
3846,2023-02-28,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,558.71
3847,2023-02-28,beer_spirits,Republic National Dist.,2,case,149.8,313.14
3848,2023-02-28,bread_pastry,Fresca Bakehouse LI,67,unit,2.35,152.46
3849,2023-02-28,paper_supplies,Restaurant Depot,1,case,58.85,55.6
3850,2023-03-03,fresh_produce,Island Fresh Farms,4,case,72.76,295.06
3851,2023-03-03,meat_poultry,Tri-State Meats Co.,43,lb,9.1,418.61
3852,2023-03-03,seafood,North Fork Seafood,22,lb,14.98,339.66
3853,2023-03-03,bread_pastry,Fresca Bakehouse LI,59,unit,2.35,139.33
3854,2023-03-07,fresh_produce,Island Fresh Farms,2,case,72.76,154.76
3855,2023-03-07,meat_poultry,Tri-State Meats Co.,42,lb,9.1,379.78
3856,2023-03-07,seafood,North Fork Seafood,23,lb,14.98,337.22
3857,2023-03-07,pasta_dry,DeCecco Imports,2,case,44.94,83.84
3858,2023-03-07,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,185.14
3859,2023-03-07,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,97.38
3860,2023-03-07,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,537.67
3861,2023-03-07,beer_spirits,Republic National Dist.,2,case,149.8,284.37
3862,2023-03-07,bread_pastry,Fresca Bakehouse LI,62,unit,2.35,141.81
3863,2023-03-07,paper_supplies,Restaurant Depot,1,case,58.85,61.36
3864,2023-03-10,fresh_produce,Island Fresh Farms,3,case,72.76,220.05
3865,2023-03-10,meat_poultry,Tri-State Meats Co.,43,lb,9.1,383.02
3866,2023-03-10,seafood,North Fork Seafood,27,lb,14.98,409.58
3867,2023-03-10,bread_pastry,Fresca Bakehouse LI,66,unit,2.35,153.6
3868,2023-03-14,fresh_produce,Island Fresh Farms,3,case,72.76,204.0
3869,2023-03-14,meat_poultry,Tri-State Meats Co.,52,lb,9.1,474.91
3870,2023-03-14,seafood,North Fork Seafood,25,lb,14.98,380.98
3871,2023-03-14,pasta_dry,DeCecco Imports,2,case,44.94,86.42
3872,2023-03-14,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,214.15
3873,2023-03-14,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,89.84
3874,2023-03-14,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,610.1
3875,2023-03-14,beer_spirits,Republic National Dist.,2,case,149.8,268.45
3876,2023-03-14,bread_pastry,Fresca Bakehouse LI,56,unit,2.35,133.67
3877,2023-03-14,paper_supplies,Restaurant Depot,1,case,58.85,52.92
3878,2023-03-17,fresh_produce,Island Fresh Farms,3,case,72.76,227.77
3879,2023-03-17,meat_poultry,Tri-State Meats Co.,41,lb,9.1,352.28
3880,2023-03-17,seafood,North Fork Seafood,24,lb,14.98,367.2
3881,2023-03-17,bread_pastry,Fresca Bakehouse LI,78,unit,2.35,180.48
3882,2023-03-21,fresh_produce,Island Fresh Farms,3,case,72.76,224.64
3883,2023-03-21,meat_poultry,Tri-State Meats Co.,41,lb,9.1,329.34
3884,2023-03-21,seafood,North Fork Seafood,19,lb,14.98,286.0
3885,2023-03-21,pasta_dry,DeCecco Imports,2,case,44.94,96.69
3886,2023-03-21,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,194.63
3887,2023-03-21,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,101.3
3888,2023-03-21,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,586.95
3889,2023-03-21,beer_spirits,Republic National Dist.,2,case,149.8,280.81
3890,2023-03-21,bread_pastry,Fresca Bakehouse LI,72,unit,2.35,169.19
3891,2023-03-21,paper_supplies,Restaurant Depot,1,case,58.85,60.75
3892,2023-03-24,fresh_produce,Island Fresh Farms,3,case,72.76,234.22
3893,2023-03-24,meat_poultry,Tri-State Meats Co.,51,lb,9.1,462.13
3894,2023-03-24,seafood,North Fork Seafood,25,lb,14.98,360.58
3895,2023-03-24,bread_pastry,Fresca Bakehouse LI,94,unit,2.35,226.26
3896,2023-03-28,fresh_produce,Island Fresh Farms,3,case,72.76,219.38
3897,2023-03-28,meat_poultry,Tri-State Meats Co.,41,lb,9.1,391.85
3898,2023-03-28,seafood,North Fork Seafood,20,lb,14.98,303.49
3899,2023-03-28,pasta_dry,DeCecco Imports,2,case,44.94,87.52
3900,2023-03-28,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,214.43
3901,2023-03-28,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,94.33
3902,2023-03-28,wine_inventory,Sherry-Lehmann Wine,2,case,192.6,351.36
3903,2023-03-28,beer_spirits,Republic National Dist.,2,case,149.8,273.39
3904,2023-03-28,bread_pastry,Fresca Bakehouse LI,64,unit,2.35,137.69
3905,2023-03-28,paper_supplies,Restaurant Depot,1,case,58.85,55.59
3906,2023-03-31,fresh_produce,Island Fresh Farms,3,case,72.76,231.24
3907,2023-03-31,meat_poultry,Tri-State Meats Co.,39,lb,9.1,341.65
3908,2023-03-31,seafood,North Fork Seafood,28,lb,14.98,389.45
3909,2023-03-31,bread_pastry,Fresca Bakehouse LI,86,unit,2.35,195.33
3910,2023-04-04,fresh_produce,Island Fresh Farms,3,case,72.76,223.18
3911,2023-04-04,meat_poultry,Tri-State Meats Co.,47,lb,9.1,426.74
3912,2023-04-04,seafood,North Fork Seafood,21,lb,14.98,322.72
3913,2023-04-04,pasta_dry,DeCecco Imports,2,case,44.94,85.42
3914,2023-04-04,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,215.32
3915,2023-04-04,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,94.54
3916,2023-04-04,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,598.08
3917,2023-04-04,beer_spirits,Republic National Dist.,2,case,149.8,306.02
3918,2023-04-04,bread_pastry,Fresca Bakehouse LI,59,unit,2.35,142.53
3919,2023-04-04,paper_supplies,Restaurant Depot,1,case,58.85,59.76
3920,2023-04-07,fresh_produce,Island Fresh Farms,2,case,72.76,152.77
3921,2023-04-07,meat_poultry,Tri-State Meats Co.,35,lb,9.1,316.88
3922,2023-04-07,seafood,North Fork Seafood,24,lb,14.98,363.09
3923,2023-04-07,bread_pastry,Fresca Bakehouse LI,58,unit,2.35,147.49
3924,2023-04-11,fresh_produce,Island Fresh Farms,2,case,72.76,154.96
3925,2023-04-11,meat_poultry,Tri-State Meats Co.,33,lb,9.1,281.5
3926,2023-04-11,seafood,North Fork Seafood,22,lb,14.98,314.84
3927,2023-04-11,pasta_dry,DeCecco Imports,2,case,44.94,92.43
3928,2023-04-11,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,197.79
3929,2023-04-11,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,101.57
3930,2023-04-11,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,542.36
3931,2023-04-11,beer_spirits,Republic National Dist.,2,case,149.8,311.94
3932,2023-04-11,bread_pastry,Fresca Bakehouse LI,63,unit,2.35,152.79
3933,2023-04-11,paper_supplies,Restaurant Depot,1,case,58.85,61.37
3934,2023-04-14,fresh_produce,Island Fresh Farms,3,case,72.76,206.17
3935,2023-04-14,meat_poultry,Tri-State Meats Co.,29,lb,9.1,265.54
3936,2023-04-14,seafood,North Fork Seafood,23,lb,14.98,330.34
3937,2023-04-14,bread_pastry,Fresca Bakehouse LI,54,unit,2.35,127.51
3938,2023-04-18,fresh_produce,Island Fresh Farms,4,case,72.76,282.39
3939,2023-04-18,meat_poultry,Tri-State Meats Co.,38,lb,9.1,329.33
3940,2023-04-18,seafood,North Fork Seafood,24,lb,14.98,379.9
3941,2023-04-18,pasta_dry,DeCecco Imports,2,case,44.94,86.18
3942,2023-04-18,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,195.07
3943,2023-04-18,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,92.97
3944,2023-04-18,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,578.67
3945,2023-04-18,beer_spirits,Republic National Dist.,2,case,149.8,308.83
3946,2023-04-18,bread_pastry,Fresca Bakehouse LI,67,unit,2.35,148.44
3947,2023-04-18,paper_supplies,Restaurant Depot,1,case,58.85,55.17
3948,2023-04-21,fresh_produce,Island Fresh Farms,4,case,72.76,278.84
3949,2023-04-21,meat_poultry,Tri-State Meats Co.,39,lb,9.1,327.04
3950,2023-04-21,seafood,North Fork Seafood,25,lb,14.98,363.12
3951,2023-04-21,bread_pastry,Fresca Bakehouse LI,69,unit,2.35,166.31
3952,2023-04-25,fresh_produce,Island Fresh Farms,3,case,72.76,215.15
3953,2023-04-25,meat_poultry,Tri-State Meats Co.,36,lb,9.1,339.88
3954,2023-04-25,seafood,North Fork Seafood,19,lb,14.98,284.03
3955,2023-04-25,pasta_dry,DeCecco Imports,2,case,44.94,96.07
3956,2023-04-25,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,211.16
3957,2023-04-25,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,93.73
3958,2023-04-25,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,564.57
3959,2023-04-25,beer_spirits,Republic National Dist.,1,case,149.8,144.57
3960,2023-04-25,bread_pastry,Fresca Bakehouse LI,60,unit,2.35,143.47
3961,2023-04-25,paper_supplies,Restaurant Depot,1,case,58.85,56.46
3962,2023-04-28,fresh_produce,Island Fresh Farms,3,case,72.76,201.68
3963,2023-04-28,meat_poultry,Tri-State Meats Co.,43,lb,9.1,395.83
3964,2023-04-28,seafood,North Fork Seafood,21,lb,14.98,321.03
3965,2023-04-28,bread_pastry,Fresca Bakehouse LI,68,unit,2.35,153.06
3966,2023-05-02,fresh_produce,Island Fresh Farms,3,case,72.76,234.01
3967,2023-05-02,meat_poultry,Tri-State Meats Co.,47,lb,9.1,437.6
3968,2023-05-02,seafood,North Fork Seafood,18,lb,14.98,267.61
3969,2023-05-02,pasta_dry,DeCecco Imports,2,case,44.94,93.61
3970,2023-05-02,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,198.11
3971,2023-05-02,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,94.42
3972,2023-05-02,wine_inventory,Sherry-Lehmann Wine,4,case,192.6,732.63
3973,2023-05-02,beer_spirits,Republic National Dist.,1,case,149.8,159.01
3974,2023-05-02,bread_pastry,Fresca Bakehouse LI,71,unit,2.35,169.56
3975,2023-05-02,paper_supplies,Restaurant Depot,1,case,58.85,56.2
3976,2023-05-05,fresh_produce,Island Fresh Farms,3,case,72.76,202.22
3977,2023-05-05,meat_poultry,Tri-State Meats Co.,47,lb,9.1,439.82
3978,2023-05-05,seafood,North Fork Seafood,21,lb,14.98,314.28
3979,2023-05-05,bread_pastry,Fresca Bakehouse LI,66,unit,2.35,152.31
3980,2023-05-09,fresh_produce,Island Fresh Farms,3,case,72.76,206.74
3981,2023-05-09,meat_poultry,Tri-State Meats Co.,44,lb,9.1,386.92
3982,2023-05-09,seafood,North Fork Seafood,23,lb,14.98,338.76
3983,2023-05-09,pasta_dry,DeCecco Imports,2,case,44.94,87.7
3984,2023-05-09,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,210.04
3985,2023-05-09,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,89.66
3986,2023-05-09,wine_inventory,Sherry-Lehmann Wine,4,case,192.6,758.27
3987,2023-05-09,beer_spirits,Republic National Dist.,2,case,149.8,285.77
3988,2023-05-09,bread_pastry,Fresca Bakehouse LI,76,unit,2.35,177.27
3989,2023-05-09,paper_supplies,Restaurant Depot,1,case,58.85,61.39
3990,2023-05-12,fresh_produce,Island Fresh Farms,3,case,72.76,228.38
3991,2023-05-12,meat_poultry,Tri-State Meats Co.,49,lb,9.1,430.04
3992,2023-05-12,seafood,North Fork Seafood,23,lb,14.98,333.07
3993,2023-05-12,bread_pastry,Fresca Bakehouse LI,72,unit,2.35,158.69
3994,2023-05-16,fresh_produce,Island Fresh Farms,3,case,72.76,209.91
3995,2023-05-16,meat_poultry,Tri-State Meats Co.,39,lb,9.1,344.67
3996,2023-05-16,seafood,North Fork Seafood,23,lb,14.98,359.23
3997,2023-05-16,pasta_dry,DeCecco Imports,2,case,44.94,92.57
3998,2023-05-16,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,194.15
3999,2023-05-16,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,98.16
4000,2023-05-16,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,561.23
4001,2023-05-16,beer_spirits,Republic National Dist.,1,case,149.8,144.56
4002,2023-05-16,bread_pastry,Fresca Bakehouse LI,57,unit,2.35,124.22
4003,2023-05-16,paper_supplies,Restaurant Depot,1,case,58.85,59.07
4004,2023-05-19,fresh_produce,Island Fresh Farms,3,case,72.76,218.99
4005,2023-05-19,meat_poultry,Tri-State Meats Co.,46,lb,9.1,428.94
4006,2023-05-19,seafood,North Fork Seafood,18,lb,14.98,262.74
4007,2023-05-19,bread_pastry,Fresca Bakehouse LI,68,unit,2.35,164.06
4008,2023-05-23,fresh_produce,Island Fresh Farms,3,case,72.76,217.43
4009,2023-05-23,meat_poultry,Tri-State Meats Co.,47,lb,9.1,406.53
4010,2023-05-23,seafood,North Fork Seafood,25,lb,14.98,393.4
4011,2023-05-23,pasta_dry,DeCecco Imports,2,case,44.94,87.22
4012,2023-05-23,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,202.36
4013,2023-05-23,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,93.72
4014,2023-05-23,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,570.29
4015,2023-05-23,beer_spirits,Republic National Dist.,2,case,149.8,264.38
4016,2023-05-23,bread_pastry,Fresca Bakehouse LI,63,unit,2.35,150.24
4017,2023-05-23,paper_supplies,Restaurant Depot,1,case,58.85,58.73
4018,2023-05-26,fresh_produce,Island Fresh Farms,3,case,72.76,216.97
4019,2023-05-26,meat_poultry,Tri-State Meats Co.,51,lb,9.1,459.86
4020,2023-05-26,seafood,North Fork Seafood,17,lb,14.98,255.69
4021,2023-05-26,bread_pastry,Fresca Bakehouse LI,61,unit,2.35,152.11
4022,2023-05-30,fresh_produce,Island Fresh Farms,3,case,72.76,207.25
4023,2023-05-30,meat_poultry,Tri-State Meats Co.,55,lb,9.1,518.56
4024,2023-05-30,seafood,North Fork Seafood,23,lb,14.98,354.42
4025,2023-05-30,pasta_dry,DeCecco Imports,1,case,44.94,48.52
4026,2023-05-30,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,205.57
4027,2023-05-30,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,97.22
4028,2023-05-30,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,627.0
4029,2023-05-30,beer_spirits,Republic National Dist.,2,case,149.8,300.6
4030,2023-05-30,bread_pastry,Fresca Bakehouse LI,78,unit,2.35,173.85
4031,2023-05-30,paper_supplies,Restaurant Depot,1,case,58.85,54.11
4032,2023-06-02,fresh_produce,Island Fresh Farms,3,case,72.76,214.87
4033,2023-06-02,meat_poultry,Tri-State Meats Co.,42,lb,9.1,398.73
4034,2023-06-02,seafood,North Fork Seafood,23,lb,14.98,346.73
4035,2023-06-02,bread_pastry,Fresca Bakehouse LI,55,unit,2.35,125.86
4036,2023-06-06,fresh_produce,Island Fresh Farms,3,case,72.76,228.31
4037,2023-06-06,meat_poultry,Tri-State Meats Co.,43,lb,9.1,416.28
4038,2023-06-06,seafood,North Fork Seafood,19,lb,14.98,291.95
4039,2023-06-06,pasta_dry,DeCecco Imports,1,case,44.94,41.94
4040,2023-06-06,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,188.19
4041,2023-06-06,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,97.21
4042,2023-06-06,wine_inventory,Sherry-Lehmann Wine,4,case,192.6,768.33
4043,2023-06-06,beer_spirits,Republic National Dist.,2,case,149.8,306.95
4044,2023-06-06,bread_pastry,Fresca Bakehouse LI,68,unit,2.35,143.7
4045,2023-06-06,paper_supplies,Restaurant Depot,1,case,58.85,57.94
4046,2023-06-09,fresh_produce,Island Fresh Farms,4,case,72.76,271.87
4047,2023-06-09,meat_poultry,Tri-State Meats Co.,41,lb,9.1,380.24
4048,2023-06-09,seafood,North Fork Seafood,23,lb,14.98,341.35
4049,2023-06-09,bread_pastry,Fresca Bakehouse LI,71,unit,2.35,167.66
4050,2023-06-13,fresh_produce,Island Fresh Farms,3,case,72.76,222.54
4051,2023-06-13,meat_poultry,Tri-State Meats Co.,44,lb,9.1,393.98
4052,2023-06-13,seafood,North Fork Seafood,21,lb,14.98,306.29
4053,2023-06-13,pasta_dry,DeCecco Imports,2,case,44.94,84.31
4054,2023-06-13,dairy_cheese,Murray's Cheese (wholesale),1,case,101.65,99.79
4055,2023-06-13,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,94.78
4056,2023-06-13,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,596.19
4057,2023-06-13,beer_spirits,Republic National Dist.,2,case,149.8,301.5
4058,2023-06-13,bread_pastry,Fresca Bakehouse LI,62,unit,2.35,142.38
4059,2023-06-13,paper_supplies,Restaurant Depot,1,case,58.85,57.95
4060,2023-06-16,fresh_produce,Island Fresh Farms,3,case,72.76,221.34
4061,2023-06-16,meat_poultry,Tri-State Meats Co.,43,lb,9.1,419.94
4062,2023-06-16,seafood,North Fork Seafood,20,lb,14.98,309.75
4063,2023-06-16,bread_pastry,Fresca Bakehouse LI,61,unit,2.35,145.19
4064,2023-06-20,fresh_produce,Island Fresh Farms,3,case,72.76,193.8
4065,2023-06-20,meat_poultry,Tri-State Meats Co.,53,lb,9.1,450.84
4066,2023-06-20,seafood,North Fork Seafood,26,lb,14.98,377.39
4067,2023-06-20,pasta_dry,DeCecco Imports,1,case,44.94,42.11
4068,2023-06-20,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,211.19
4069,2023-06-20,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,90.17
4070,2023-06-20,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,565.88
4071,2023-06-20,beer_spirits,Republic National Dist.,3,case,149.8,472.15
4072,2023-06-20,bread_pastry,Fresca Bakehouse LI,81,unit,2.35,192.91
4073,2023-06-20,paper_supplies,Restaurant Depot,1,case,58.85,59.9
4074,2023-06-23,fresh_produce,Island Fresh Farms,3,case,72.76,216.85
4075,2023-06-23,meat_poultry,Tri-State Meats Co.,50,lb,9.1,445.15
4076,2023-06-23,seafood,North Fork Seafood,26,lb,14.98,378.66
4077,2023-06-23,bread_pastry,Fresca Bakehouse LI,56,unit,2.35,126.63
4078,2023-06-27,fresh_produce,Island Fresh Farms,3,case,72.76,220.12
4079,2023-06-27,meat_poultry,Tri-State Meats Co.,39,lb,9.1,337.1
4080,2023-06-27,seafood,North Fork Seafood,22,lb,14.98,320.85
4081,2023-06-27,pasta_dry,DeCecco Imports,2,case,44.94,87.69
4082,2023-06-27,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,195.15
4083,2023-06-27,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,92.23
4084,2023-06-27,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,606.16
4085,2023-06-27,beer_spirits,Republic National Dist.,2,case,149.8,318.04
4086,2023-06-27,bread_pastry,Fresca Bakehouse LI,68,unit,2.35,152.79
4087,2023-06-27,paper_supplies,Restaurant Depot,1,case,58.85,60.91
4088,2023-06-30,fresh_produce,Island Fresh Farms,2,case,72.76,148.21
4089,2023-06-30,meat_poultry,Tri-State Meats Co.,48,lb,9.1,464.88
4090,2023-06-30,seafood,North Fork Seafood,23,lb,14.98,331.76
4091,2023-06-30,bread_pastry,Fresca Bakehouse LI,76,unit,2.35,180.88
4092,2023-07-04,fresh_produce,Island Fresh Farms,2,case,72.76,135.89
4093,2023-07-04,meat_poultry,Tri-State Meats Co.,52,lb,9.1,486.71
4094,2023-07-04,seafood,North Fork Seafood,20,lb,14.98,300.41
4095,2023-07-04,pasta_dry,DeCecco Imports,2,case,44.94,90.28
4096,2023-07-04,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,209.93
4097,2023-07-04,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,99.99
4098,2023-07-04,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,591.96
4099,2023-07-04,beer_spirits,Republic National Dist.,2,case,149.8,316.33
4100,2023-07-04,bread_pastry,Fresca Bakehouse LI,65,unit,2.35,157.89
4101,2023-07-04,paper_supplies,Restaurant Depot,1,case,58.85,57.52
4102,2023-07-07,fresh_produce,Island Fresh Farms,4,case,72.76,278.85
4103,2023-07-07,meat_poultry,Tri-State Meats Co.,39,lb,9.1,345.5
4104,2023-07-07,seafood,North Fork Seafood,22,lb,14.98,337.12
4105,2023-07-07,bread_pastry,Fresca Bakehouse LI,60,unit,2.35,144.42
4106,2023-07-11,fresh_produce,Island Fresh Farms,3,case,72.76,230.6
4107,2023-07-11,meat_poultry,Tri-State Meats Co.,42,lb,9.1,394.56
4108,2023-07-11,seafood,North Fork Seafood,23,lb,14.98,333.57
4109,2023-07-11,pasta_dry,DeCecco Imports,2,case,44.94,92.52
4110,2023-07-11,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,214.2
4111,2023-07-11,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,85.36
4112,2023-07-11,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,589.34
4113,2023-07-11,beer_spirits,Republic National Dist.,2,case,149.8,298.67
4114,2023-07-11,bread_pastry,Fresca Bakehouse LI,78,unit,2.35,191.29
4115,2023-07-11,paper_supplies,Restaurant Depot,1,case,58.85,57.41
4116,2023-07-14,fresh_produce,Island Fresh Farms,3,case,72.76,228.1
4117,2023-07-14,meat_poultry,Tri-State Meats Co.,44,lb,9.1,394.3
4118,2023-07-14,seafood,North Fork Seafood,22,lb,14.98,340.36
4119,2023-07-14,bread_pastry,Fresca Bakehouse LI,67,unit,2.35,156.11
4120,2023-07-18,fresh_produce,Island Fresh Farms,3,case,72.76,216.48
4121,2023-07-18,meat_poultry,Tri-State Meats Co.,57,lb,9.1,495.6
4122,2023-07-18,seafood,North Fork Seafood,24,lb,14.98,355.34
4123,2023-07-18,pasta_dry,DeCecco Imports,2,case,44.94,91.59
4124,2023-07-18,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,196.85
4125,2023-07-18,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,90.47
4126,2023-07-18,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,584.12
4127,2023-07-18,beer_spirits,Republic National Dist.,2,case,149.8,303.51
4128,2023-07-18,bread_pastry,Fresca Bakehouse LI,79,unit,2.35,176.39
4129,2023-07-18,paper_supplies,Restaurant Depot,1,case,58.85,55.76
4130,2023-07-21,fresh_produce,Island Fresh Farms,3,case,72.76,228.18
4131,2023-07-21,meat_poultry,Tri-State Meats Co.,52,lb,9.1,490.49
4132,2023-07-21,seafood,North Fork Seafood,24,lb,14.98,358.89
4133,2023-07-21,bread_pastry,Fresca Bakehouse LI,68,unit,2.35,163.53
4134,2023-07-25,fresh_produce,Island Fresh Farms,3,case,72.76,228.59
4135,2023-07-25,meat_poultry,Tri-State Meats Co.,40,lb,9.1,358.52
4136,2023-07-25,seafood,North Fork Seafood,24,lb,14.98,374.45
4137,2023-07-25,pasta_dry,DeCecco Imports,2,case,44.94,89.24
4138,2023-07-25,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,209.71
4139,2023-07-25,olive_oil_pantry,Liuzzi Italian Imports,1,case,94.16,91.64
4140,2023-07-25,wine_inventory,Sherry-Lehmann Wine,3,case,192.6,566.37
4141,2023-07-25,beer_spirits,Republic National Dist.,2,case,149.8,296.91
4142,2023-07-25,bread_pastry,Fresca Bakehouse LI,69,unit,2.35,163.39
4143,2023-07-25,paper_supplies,Restaurant Depot,1,case,58.85,57.43
4144,2023-07-28,fresh_produce,Island Fresh Farms,3,case,72.76,219.74
4145,2023-07-28,meat_poultry,Tri-State Meats Co.,36,lb,9.1,340.41
4146,2023-07-28,seafood,North Fork Seafood,22,lb,14.98,299.77
4147,2023-07-28,bread_pastry,Fresca Bakehouse LI,71,unit,2.35,172.53
4148,2023-08-01,fresh_produce,Island Fresh Farms,3,case,72.76,216.19
4149,2023-08-01,meat_poultry,Tri-State Meats Co.,54,lb,9.1,472.67
4150,2023-08-01,seafood,North Fork Seafood,26,lb,14.98,405.53
4151,2023-08-01,pasta_dry,DeCecco Imports,2,case,44.94,95.57
4152,2023-08-01,dairy_cheese,Murray's Cheese (wholesale),2,case,101.65,207.27
